16;SR-592/2020;-4.188822687999982;-60.81018187000002
17;SR-592/2020;-4.18899113000001;-60.81024739
18;SR-592/2020;-4.189157117000015;-60.81031886
19;SR-592/2020;-4.189324331000002;-60.81038735999999
20;SR-592/2020;-4.189491135999994;-60.81045685000001
21;SR-592/2020;-4.189658759999995;-60.81052435000003
22;SR-592/2020;-4.189825565000007;-60.81059383999999
23;SR-592/2020;-4.189992445000006;-60.81066349
24;SR-592/2020;-4.190158494999996;-60.81073474
25;SR-592/2020;-4.190324972000021;-60.81080501000001
26;SR-592/2020;-4.190492874000005;-60.81087197
27;SR-592/2020;-4.190661479000006;-60.81093731999999
28;SR-592/2020;-4.190824975000005;-60.81101447999999
29;SR-592/2020;-4.190991024999995;-60.81108573
30;SR-592/2020;-4.19115665000001;-60.81115796
31;SR-592/2020;-4.191323125999995;-60.81122822999999
32;SR-592/2020;-4.191489176999985;-60.81129948
33;SR-592/2020;-4.191655227000015;-60.81137073
34;SR-592/2020;-4.191821277000005;-60.81144198000001
35;SR-592/2020;-4.191987753999991;-60.81151225
36;SR-592/2020;-4.192154656000011;-60.81158153
37;SR-592/2020;-4.192323261000013;-60.81164687000001
38;SR-592/2020;-4.192486757000012;-60.81172403
39;SR-592/2020;-4.192652807000002;-60.81179528
40;SR-592/2020;-4.192818431999996;-60.81186752
41;SR-592/2020;-4.192985297999994;-60.81193571000001
42;SR-592/2020;-4.193153053999986;-60.81200287999999
43;SR-592/2020;-4.193320811000016;-60.81207005000001
44;SR-592/2020;-4.193488567000008;-60.81213722
45;SR-592/2020;-4.193656725000013;-60.81220339000001
46;SR-592/2020;-4.193824129000014;-60.81227251999999
47;SR-592/2020;-4.193992822000004;-60.81233764000001
48;SR-592/2020;-4.19415642100001;-60.81241458
49;SR-592/2020;-4.194322567000008;-60.81248561
50;SR-592/2020;-4.194488288999992;-60.81255763000001
51;SR-592/2020;-4.194654860000004;-60.81262767
52;SR-592/2020;-4.194821006000002;-60.81269870000002
53;SR-592/2020;-4.194987152;-60.81276973000001
54;SR-592/2020;-4.195153297999998;-60.81284075999999
55;SR-592/2020;-4.195319869000011;-60.81291081000001
56;SR-592/2020;-4.195485589999994;-60.81298281999999
57;SR-592/2020;-4.195654284000003;-60.81304793999999
58;SR-592/2020;-4.19581788299999;-60.81312488
59;SR-592/2020;-4.195984028999988;-60.81319591
60;SR-592/2020;-4.19614828999999;-60.81327218
61;SR-592/2020;-4.196313170000003;-60.81334609000002
62;SR-592/2020;-4.196477601999979;-60.81342097000002
63;SR-592/2020;-4.196642034999996;-60.81349585000002
64;SR-592/2020;-4.196806933999991;-60.81356834
65;SR-592/2020;-4.196973966999982;-60.81363727999999
66;SR-592/2020;-4.197140163000004;-60.81370821
67;SR-592/2020;-4.197309284999989;-60.81377221
68;SR-592/2020;-4.197473391999997;-60.81384807000001
69;SR-592/2020;-4.197640005999994;-60.81391801000002
70;SR-592/2020;-4.197807527000005;-60.81398444
71;SR-592/2020;-4.197976395000009;-60.8140488
72;SR-592/2020;-4.198144872;-60.81411416000001
73;SR-592/2020;-4.198313350000012;-60.81417952000001
74;SR-592/2020;-4.198481827000002;-60.81424487
75;SR-592/2020;-4.198649663;-60.81431306
76;SR-592/2020;-4.198815581;-60.81438464999999
77;SR-592/2020;-4.198984826999994;-60.81444833
78;SR-592/2020;-4.199148554999992;-60.81452553
79;SR-592/2020;-4.199314616000002;-60.81459676
80;SR-592/2020;-4.199480418999992;-60.81466827
81;SR-592/2020;-4.199647445000004;-60.81473722999999
82;SR-592/2020;-4.199813059000017;-60.81481064999999
83;SR-592/2020;-4.199977557999999;-60.81488539
84;SR-592/2020;-4.200142948000014;-60.81495643
85;SR-592/2020;-4.20031064400002;-60.81502376
86;SR-592/2020;-4.200477932000013;-60.81509209000001
87;SR-592/2020;-4.200647669000008;-60.81515446
88;SR-592/2020;-4.200811772999997;-60.81523329000001
89;SR-592/2020;-4.200974069999996;-60.81531265999998
90;SR-592/2020;-4.2011369;-60.81538840999999
91;SR-592/2020;-4.201303996999997;-60.81545719999999
92;SR-592/2020;-4.201470676999999;-60.81552698000001
93;SR-592/2020;-4.201637261999993;-60.81559751000001
94;SR-592/2020;-4.201803122999987;-60.8156692
95;SR-592/2020;-4.201969409999997;-60.81573994
96;SR-592/2020;-4.202134787999992;-60.81581273999999
97;SR-592/2020;-4.202303211000018;-60.81587967999998
98;SR-592/2020;-4.202464953000011;-60.81596042000002
99;SR-592/2020;-4.202631290000005;-60.81602723999999
100;SR-592/2020;-4.202800464000013;-60.81609079
101;SR-592/2020;-4.202970362999983;-60.81615223
102;SR-592/2020;-4.203140122;-60.81621421
103;SR-592/2020;-4.203309879999997;-60.81627618999999
104;SR-592/2020;-4.203479773999986;-60.81633529999998
105;SR-592/2020;-4.203652465999985;-60.81638865
106;SR-592/2020;-4.203824507000011;-60.81644405000001
107;SR-592/2020;-4.203998823999986;-60.81649229
108;SR-592/2020;-4.204169240999997;-60.81655279999999
109;SR-592/2020;-4.204341607999991;-60.81660717
110;SR-592/2020;-4.204513648999997;-60.81666257000001
111;SR-592/2020;-4.204686346999997;-60.81671668999999
112;SR-592/2020;-4.204857954000008;-60.8167734
113;SR-592/2020;-4.205029560000018;-60.81683011
114;SR-592/2020;-4.205201167000007;-60.81688682000001
115;SR-592/2020;-4.205373113000006;-60.81694250999998
116;SR-592/2020;-4.205546284000006;-60.81699430999999
117;SR-592/2020;-4.205720063999996;-60.81704443999998
118;SR-592/2020;-4.205889810999992;-60.81710678
119;SR-592/2020;-4.206061573999995;-60.81716302
120;SR-592/2020;-4.20623312;-60.81722146
121;SR-592/2020;-4.206403966000007;-60.81728041
122;SR-592/2020;-4.206574453999985;-60.81734036999999
123;SR-592/2020;-4.206744942000002;-60.81740032999999
124;SR-592/2020;-4.20691543;-60.8174603
125;SR-592/2020;-4.207086276000007;-60.81751925
126;SR-592/2020;-4.207256273000004;-60.81757919
127;SR-592/2020;-4.207429929000003;-60.81762974000001
128;SR-592/2020;-4.207599523000008;-60.8176925
129;SR-592/2020;-4.207771147999999;-60.81774916
130;SR-592/2020;-4.207942433999983;-60.81780682999998
131;SR-592/2020;-4.208114397999982;-60.81786246
132;SR-592/2020;-4.208286022999994;-60.81791911999999
133;SR-592/2020;-4.208457648000006;-60.81797577
134;SR-592/2020;-4.208629272999977;-60.81803242000002
135;SR-592/2020;-4.208801236999998;-60.81808806
136;SR-592/2020;-4.208972523000001;-60.81814573
137;SR-592/2020;-4.209146180000001;-60.81819628
138;SR-592/2020;-4.209315774000004;-60.81825904
139;SR-592/2020;-4.209487399000016;-60.81831568999999
140;SR-592/2020;-4.209658684999999;-60.81837337000001
141;SR-592/2020;-4.209830648999999;-60.81842900000002
142;SR-592/2020;-4.210002274000011;-60.81848565999999
143;SR-592/2020;-4.210173899000003;-60.81854231
144;SR-592/2020;-4.210345523999994;-60.81859896000001
145;SR-592/2020;-4.210517487999994;-60.8186546
146;SR-592/2020;-4.210688774999998;-60.81871226999999
147;SR-592/2020;-4.210862534999986;-60.81876152000001
148;SR-592/2020;-4.211032757000002;-60.81882257
149;SR-592/2020;-4.211204949000001;-60.81887749000001
150;SR-592/2020;-4.211376811999992;-60.81893344
151;SR-592/2020;-4.211549331999997;-60.81898734000001
152;SR-592/2020;-4.211721524000016;-60.81904226
153;SR-592/2020;-4.211893714999995;-60.81909718
154;SR-592/2020;-4.212066085999988;-60.81915108999999
155;SR-592/2020;-4.21223892;-60.81920398
156;SR-592/2020;-4.212411109999998;-60.81925892000002
157;SR-592/2020;-4.212585555999984;-60.81930669999999
158;SR-592/2020;-4.212756135000008;-60.81936675000001
159;SR-592/2020;-4.212928647000014;-60.81942065999999
160;SR-592/2020;-4.213100837000012;-60.8194756
161;SR-592/2020;-4.213273614999999;-60.81952918
162;SR-592/2020;-4.213445768999994;-60.81958422
163;SR-592/2020;-4.21361792400001;-60.81963926000001
164;SR-592/2020;-4.213790079000006;-60.81969429000001
165;SR-592/2020;-4.213962562999988;-60.81974831
166;SR-592/2020;-4.214134086999993;-60.81980712999998
167;SR-592/2020;-4.214306932000005;-60.81986037
168;SR-592/2020;-4.214475523999985;-60.81992575000002
169;SR-592/2020;-4.214646241999982;-60.81998505999999
170;SR-592/2020;-4.214816606000009;-60.82004538
171;SR-592/2020;-4.214987678999995;-60.82010368000001
172;SR-592/2020;-4.215158397000012;-60.82016299
173;SR-592/2020;-4.215329115000008;-60.82022229999999
174;SR-592/2020;-4.215499834000004;-60.82028162
175;SR-592/2020;-4.215670821000003;-60.82033914000001
176;SR-592/2020;-4.215841976000016;-60.8203972
